#BJD-2,400,000 RV[Km/s] sigma FWHM sigma_FWHM BIS sigma_BIS logR_hk sigma_logR_hk
52948.700543   35.54006   0.00124   7.46233   0.00146   -0.00695   0.00124   -5.0211   0.0057   
53229.865153   35.52818   0.00053   7.47156   0.00115   -0.00785   0.00098   -5.0094   0.0036   
53230.885388   35.52613   0.00045   7.47201   0.00094   -0.00692   0.00080   -5.0097   0.0028   
53232.827037   35.52182   0.00092   7.47021   0.00212   -0.00983   0.00180   -5.0305   0.0086   
53262.832674   35.51437   0.00042   7.47182   0.00087   -0.00498   0.00074   -5.0080   0.0025   
53265.827803   35.52169   0.00050   7.47065   0.00108   -0.00431   0.00092   -5.0147   0.0034   
53266.810718   35.51991   0.00064   7.47130   0.00144   -0.00697   0.00122   -5.0152   0.0052   
53267.798078   35.52042   0.00057   7.46920   0.00127   -0.00640   0.00108   -5.0149   0.0043   
53268.738793   35.52320   0.00047   7.47108   0.00101   -0.00688   0.00086   -5.0102   0.0031   
53271.800840   35.52798   0.00055   7.47093   0.00122   -0.00889   0.00104   -5.0155   0.0042   
53272.765661   35.52449   0.00051   7.47007   0.00111   -0.00525   0.00094   -5.0099   0.0035   
53273.756743   35.52582   0.00044   7.47142   0.00094   -0.00668   0.00080   -5.0037   0.0027   
53274.766046   35.52666   0.00047   7.46951   0.00104   -0.00504   0.00088   -5.0127   0.0037   
53289.726717   35.53334   0.00054   7.47451   0.00118   -0.00676   0.00100   -5.0122   0.0034   
53294.718402   35.53452   0.00072   7.47366   0.00162   -0.00203   0.00138   -5.0320   0.0053   
53296.731043   35.52825   0.00046   7.47790   0.00099   -0.00533   0.00084   -5.0061   0.0026   
53309.672955   35.52636   0.00045   7.47780   0.00097   -0.00724   0.00082   -5.0143   0.0028   
53314.739453   35.52184   0.00048   7.47025   0.00104   -0.00876   0.00088   -5.0430   0.0036   
53321.730886   35.53126   0.00047   7.47332   0.00101   -0.00662   0.00086   -5.0393   0.0033   
53343.650435   35.52732   0.00056   7.46961   0.00122   -0.00814   0.00104   -5.0148   0.0037   
53344.635203   35.53200   0.00053   7.47376   0.00115   -0.00641   0.00098   -5.0175   0.0033   
53574.883736   35.52865   0.00043   7.46777   0.00089   -0.00510   0.00076   -4.9919   0.0023   
53575.902574   35.52962   0.00049   7.47244   0.00104   -0.00497   0.00088   -5.0003   0.0028   
53579.892152   35.52752   0.00049   7.46530   0.00104   -0.00811   0.00088   -4.9980   0.0027   
53604.864112   35.52439   0.00155   7.46528   0.00363   -0.00441   0.00308   -4.9678   0.0153   
53606.878560   35.51295   0.00064   7.47234   0.00141   -0.00816   0.00120   -5.0030   0.0042   
53607.862386   35.51448   0.00059   7.46800   0.00130   -0.00744   0.00110   -5.0042   0.0037   
53608.843526   35.51531   0.00046   7.46512   0.00097   -0.00642   0.00082   -5.0039   0.0026   
53610.851301   35.52374   0.00142   7.46883   0.00332   -0.00596   0.00282   -4.9880   0.0148   
53668.682097   35.52909   0.00046   7.46783   0.00097   -0.00640   0.00082   -5.0085   0.0025   
53692.577848   35.52763   0.00045   7.46180   0.00097   -0.00765   0.00082   -5.0396   0.0032   
53693.539827   35.52495   0.00039   7.46431   0.00080   -0.00775   0.00068   -5.0304   0.0024   
53695.546933   35.53323   0.00041   7.46399   0.00085   -0.00531   0.00072   -5.0308   0.0027   
53699.598690   35.52176   0.00048   7.46465   0.00104   -0.00702   0.00088   -5.0450   0.0037   
53722.597783   35.51341   0.00040   7.46724   0.00080   -0.00686   0.00068   -5.0107   0.0020   
53729.533673   35.52730   0.00039   7.46531   0.00075   -0.00645   0.00064   -5.0019   0.0018   
53759.542249   35.52710   0.00045   7.46848   0.00092   -0.00539   0.00078   -5.0042   0.0025   
53761.531857   35.52524   0.00044   7.47093   0.00092   -0.00585   0.00078   -5.0011   0.0025   
53944.920185   35.53441   0.00069   7.47005   0.00134   -0.00628   0.00114   -5.0327   0.0040   
53948.939084   35.52485   0.00079   7.46905   0.00162   -0.00975   0.00138   -5.0400   0.0054   
53950.928829   35.52522   0.00053   7.46636   0.00113   -0.00733   0.00096   -5.0216   0.0032   
53974.824611   35.52905   0.00057   7.46998   0.00113   -0.00982   0.00096   -5.0074   0.0035   
53976.807559   35.52814   0.00063   7.46953   0.00132   -0.00543   0.00112   -5.0131   0.0044   
53980.828169   35.52625   0.00048   7.46749   0.00101   -0.00618   0.00086   -5.0024   0.0026   
53981.858869   35.52449   0.00044   7.46795   0.00092   -0.00649   0.00078   -5.0070   0.0029   
53982.853704   35.52676   0.00042   7.46705   0.00085   -0.00607   0.00072   -5.0032   0.0024   
53983.819994   35.53033   0.00067   7.46875   0.00148   -0.00659   0.00126   -5.0018   0.0044   
54047.593747   35.53566   0.00047   7.46920   0.00097   -0.00794   0.00082   -5.0138   0.0024   
54049.609607   35.52725   0.00057   7.46778   0.00122   -0.00442   0.00104   -5.0253   0.0035   
54051.639934   35.52659   0.00069   7.46674   0.00153   -0.00748   0.00130   -5.0391   0.0049   
54053.688938   35.53604   0.00047   7.46861   0.00097   -0.00664   0.00082   -5.0130   0.0025   
54055.676278   35.52935   0.00043   7.46685   0.00087   -0.00770   0.00074   -5.0159   0.0022   
54076.684878   35.53628   0.00060   7.46842   0.00130   -0.00865   0.00110   -5.0270   0.0039   
54077.618155   35.53289   0.00052   7.47220   0.00108   -0.00867   0.00092   -5.0229   0.0030   
54079.624460   35.52567   0.00048   7.46941   0.00099   -0.00816   0.00084   -5.0129   0.0026   
54081.656910   35.53270   0.00076   7.46803   0.00170   -0.00883   0.00144   -5.0208   0.0055   
54083.637673   35.53370   0.00064   7.47049   0.00141   -0.00531   0.00120   -5.0346   0.0044   
54120.586525   35.52676   0.00094   7.46582   0.00214   -0.00860   0.00182   -5.0200   0.0080   
54121.545387   35.53212   0.00057   7.47030   0.00122   -0.00796   0.00104   -5.0239   0.0041   
54314.833837   35.52673   0.00070   7.47732   0.00148   -0.00769   0.00126   -4.9996   0.0043   
54316.846569   35.52880   0.00052   7.47271   0.00101   -0.00627   0.00086   -4.9996   0.0026   
54319.864920   35.53086   0.00057   7.47289   0.00115   -0.00611   0.00098   -5.0110   0.0033   
54340.789644   35.52960   0.00046   7.46904   0.00085   -0.00773   0.00072   -5.0034   0.0021   
54341.857588   35.53040   0.00049   7.47102   0.00092   -0.00839   0.00078   -5.0175   0.0024   
54342.791757   35.52657   0.00053   7.47269   0.00106   -0.00945   0.00090   -5.0133   0.0028   
54343.884005   35.52280   0.00059   7.46940   0.00122   -0.00672   0.00104   -5.0133   0.0034   
54344.804342   35.51966   0.00048   7.46716   0.00092   -0.00878   0.00078   -5.0159   0.0024   
54345.824377   35.52429   0.00047   7.46854   0.00087   -0.00952   0.00074   -5.0135   0.0023   
54346.874033   35.53317   0.00072   7.47649   0.00158   -0.00815   0.00134   -4.9950   0.0070   
54347.810356   35.53424   0.00049   7.46904   0.00097   -0.00759   0.00082   -5.0139   0.0034   
54348.839344   35.52828   0.00050   7.46837   0.00099   -0.00781   0.00084   -5.0080   0.0036   
